No;Game Name;Game protocol;Supported since;Verified;By;INTERNATIONAL_ID;FTN_ID
298;Redline Monitor;FreeTrack20;V160;;;20210;012A504D3822948322E400
345;REFLEX XTR;FreeTrack20;V160;;;2150;01592A614F2916720BF800
457;Remote Presence;FreeTrack20;V160;;;20710;01C9330C7BE4B9D1123100
26;rFactor;FreeTrack20;V160;;;7401;001AEDCDB422FA4246F300
363;rFactor Pro;FreeTrack20;V170;;;7403;1CEB175198D74BE8E89600
362;rFactor2;FreeTrack20;V170;;;7402;1CEABFF3A86D34DA24C000
19;Richard Burns Rally;FreeTrack20;V160;;;3401;00132C79AAF822A1782900
262;RidingStar;FreeTrack20;V160;;;1475;0106F00F81EACE1D121900
112;Rig N Roll;FreeTrack20;V160;;;9801;0070243DF1E9DDC6128700
223;Rio Tinto Resource Development;FreeTrack20;V160;;;20033;00DF4685D64605F901FA00
134;Rise of Flight;FreeTrack20;V160;;;11401;0086411A2283C98DE3F300
62;Rise: The Vieneo Province;FreeTrack20;V160;;;6301;003E869CA59BA3F8402500
145;Rising Conflicts;FreeTrack20;V160;;;12101;009157937539889AFFD200
479;RITS;FreeTrack20;V160;;;20775;01DFEE4278F8DA6241B500
323;Road Legends;FreeTrack20;V160;;;1876;0143DC9E44CFE362220300
439;Rogue System;FreeTrack20;V160;;;3050;01B76A748C82E992407600
198;Rogue Warrior;FreeTrack20;V160;;;14202;00C676A950F883FBE86F00
404;ROV Sim;FreeTrack20;V160;;;20530;01944B3F641ECAA4EDB400
8;Rowan's Battle Of Britain;FreeTrack20;V160;;;1502;0008A5372D1F523BA99B00
334;RSD Demo;FreeTrack20;V160;;;2050;014ECAB716999F1506D800
364;RTMS Crane Sim;FreeTrack20;V160;;;20400;016C28E2DF8BF660398400
291;RTT DeltaGen Plugin;FreeTrack20;V160;;;20195;012388ADF7BCEC8D9F7600
333;Sail Simulator 5;FreeTrack20;V160;;;1975;014D098ACA8727B4127C00
119;Sailors of the Sky;FreeTrack20;V160;;;10201;0077BA317BF20491617100
317;Santa Cruz Watermill;FreeTrack20;V160;;;20290;013D8BF77C4CD4F1AEDF00
380;SCANeR Studio Plugin;FreeTrack20;V160;;;20445;017CB0214D8240D4064300
338;SEGA Demo;FreeTrack20;V160;;;2075;01525940F7D268551DC000
358;Seven-G;FreeTrack20;V160;;;2350;0166D25A0B83E25CD1A900
38;SFSPC;FreeTrack20;V160;;;2801;0026A7AD7AC4939E10F000
175;Ship Simulator 2006;FreeTrack20;V160;;;5002;00AF6A4327FAC1B8CF3700
220;Ship Simulator 2008;FreeTrack20;V160;;;5003;00DC36FBF4376972E20B00
413;Shiphandling Simulator;FreeTrack20;V160;;;20570;019DA9D2D2DD12011B8600
253;Shooting Simulator;FreeTrack20;V160;;;20047;00FD6924A9F1C5E2675400
146;SIA Games;FreeTrack20;V160;;;20015;0092DD3AF7E3F75F801200
97;Silent Wings;FreeTrack20;V160;;;8701;0061C4239F4D39FF8B9B00
149;SilverHat;FreeTrack20;V160;;;12401;0095BCE3AC4FAE4116FC00
159;Simax Simulator;FreeTrack20;V160;;;20021;009FAA4AEC13FDC3F27C00
328;Simball 4D;FreeTrack20;V160;;;20315;0148355F9C387394D83400
393;Simbionix;FreeTrack20;V160;;;20485;01891920FCD1A3C83AA500
400;SimCreator;FreeTrack20;V160;;;20520;0190377E4AEA83A138C600
436;Simlog Personal Simulator;FreeTrack20;V160;;;20635;01B4B4F1588589758BF200
166;SimQuest immersion system;FreeTrack20;V160;;;20023;00A651AC465CC9512C5C00
225;SimSol;FreeTrack20;V160;;;20034;00E17A6C94B045AE879900
478;Simumak;FreeTrack20;V160;;;20770;01DE273F99F32A115C2200
58;Sirocco Racing;FreeTrack20;V160;;;5801;003ACE0664198937E1AE00
270;Sky God: Military Freefall;FreeTrack20;V170;;;1526;05F62C0104385FD1C44400
340;Soft fx Demo;FreeTrack20;V160;;;2125;0154146B0FEE7595399A00
208;Source Engine (Half-Life 2);FreeTrack20;V160;;;12502;00D0D8070EDB3D4216B400
238;Space Shuttle Mission;FreeTrack20;V160;;;1225;00EE86ED2641631C4C1B00
431;SRI;FreeTrack20;V160;;;20620;01AF4A649F85CEE0140D00
90;Stanford University;FreeTrack20;V160;;;20004;005AD9AFBDC84215FBFE00
487;Star Citizen;FreeTrack20;V170;;;3450;0D7AF4CE4E343EC6B4A200
63;Starshatter;FreeTrack20;V160;;;6401;003F15D4AA65E95BD47400
140;Steel Beasts 2;FreeTrack20;V160;;;11703;008CBFFEDFFD1E2F83BD00
138;Steel Beasts Pro;FreeTrack20;V160;;;11701;008AA1CD7C4F209928DC00
139;Steel Beasts Pro Personal;FreeTrack20;V160;;;11702;008B91022DAC9A39FF7D00
188;Stoked Rider;FreeTrack20;V160;;;14701;00BC8C49F9673F1E485A00
129;Storm of War: the Battle of Britain;FreeTrack20;V170;;;11001;2AF98F54A68B71F25D0200
482;STRAFT;FreeTrack20;V160;;;3375;01E2009CCE50B86BAACB00
351;Stride;FreeTrack20;V170;;;2310;0906C784B21E4B21984400
320;STS Driving Simulator;FreeTrack20;V160;;;20300;01400983A3CE434CDBF900
388;Sunaerosys;FreeTrack20;V160;;;20475;018402DCF00E50E5B38F00
195;Superkarting;FreeTrack20;V160;;;14903;00C35C106A3436F0879100
206;SuperX Research;FreeTrack20;V160;;;15401;00CE04A93579F18D596900
305;SWRI Demo;FreeTrack20;V160;;;20230;0131160156AB6742511600
370;Syncon Robot Control;FreeTrack20;V160;;;20415;0172AD589794629A2B0A00
418;Synergy Simulation;FreeTrack20;V160;;;20595;01A2FFFA224BC8E142E700
91;T and TS Corp.;FreeTrack20;V160;;;20005;005BBB45A6C816678D3F00
427;Take On Helicopters;FreeTrack20;V170;;;7504;1D50513CB40C0623B96A00
4;Target: Korea;FreeTrack20;V160;;;1201;0004E1565C6D5C74281000
5;Target: Rabaul;FreeTrack20;V160;;;1202;0005D6AD26B32B6AF1B000
255;Targeting Demo;FreeTrack20;V160;;;13002;00FF9CDEA19F05FF6F9D00
330;TD Demo;FreeTrack20;V160;;;1925;014A5259750CDF66619A00
476;TeachLive;FreeTrack20;V160;;;20765;01DC309E0190220A5A5800
382;Telepresence;FreeTrack20;V160;;;20450;017E38E23603893246FB00
421;Tenstar Simulator;FreeTrack20;V160;;;20605;01A5A9D5B49ABF27189900
168;Test Drive Unlimited;FreeTrack20;V160;;;13201;00A828972ADD80AC840100
488;The Crew;FreeTrack20;V170;;;1009;03F1F534E94F4834D9B100
475;The Gallery;FreeTrack20;V160;;;3350;01DB252299A2538C8B0500
274;The Sky Gods;FreeTrack20;V170;;;1525;05F5DFF782DCCEEA27C200
359;theHunter;FreeTrack20;V170;;;2375;0947BFF3A86D34DA24C000
172;thriXXX HII 3D;FreeTrack20;V160;;;13403;00ACD24946AB81B166A200
170;thriXXX Jenna;FreeTrack20;V160;;;13401;00AA4955337748B5B86700
171;ThriXXX Technology;FreeTrack20;V160;;;13402;00AB248D535A7739E5C400
28;tir2joy;FreeTrack20;V160;;;2202;001CF3931AEED44728F000
79;TIRF4;FreeTrack20;V160;;;2203;004F6839BA86CBE7475000
316;TNO;FreeTrack20;V160;;;20285;013CF4AF105AC7B7C59800
110;ToCA Race Driver 2;FreeTrack20;V160;;;8102;006EF22848C883AA250700
81;Toca Race Driver 3;FreeTrack20;V160;;;8101;005118E83C296C5EEE6E00
290;Tom Clancy's H.A.W.X.;FreeTrack20;V170;;;1004;03ECAA4D48E85966FBAA00
390;Tom Clancy's H.A.W.X. 2;FreeTrack20;V170;;;1007;03EF1B7583521C12406F00
53;Torque Game Engine;FreeTrack20;V160;;;5301;00351B870166E14D541C00
250;Total War;FreeTrack20;V160;;;1375;00FAE0702DB7A005CEFD00
446;Tower Crane Simulator;FreeTrack20;V160;;;20670;01BEA0415AA1590240C000
245;Tower I;FreeTrack20;V160;;;1325;00F59762ABAEA411402B00
311;TPL Testing;FreeTrack20;V160;;;20260;0137AF436C07F556AA3A00
415;trackd;FreeTrack20;V160;;;20580;019FB51F837F71D2B53200
346;TrackMapper2;FreeTrack20;V160;;;2175;015A2AADF4868D09F43500
242;TrainMaster;FreeTrack20;V160;;;20042;00F2BF26C1C37CB1EC8E00
49;Trainz;FreeTrack20;V160;;;4701;0031F535362568C64B5C00
441;TraumTek;FreeTrack20;V160;;;20650;01B902E0159A2B25890A00
216;Turismo Carretera;FreeTrack20;V160;;;15801;00D85C44219E2BB76A6E00
57;UK Rally Champion;FreeTrack20;V160;;;5701;0039F003505E80C5BA4500
438;ULAN;FreeTrack20;V160;;;20645;01B6D49931402D5BD15900
460;Underwater Navigation;FreeTrack20;V160;;;20715;01CCF2733124B2CB825400
375;Unity 3D Plugin;FreeTrack20;V160;;;20430;0177AC7406DA8D3A932000
177;Untitled 10tacle;FreeTrack20;V160;;;13701;00B1EBD1F9FFA6E6686200
211;Untitled 3D People;FreeTrack20;V160;;;15501;00D37F9EA487AA42247F00
66;Untitled Apportmedia;FreeTrack20;V160;;;6801;0042D5187BF69F378D7100
178;Untitled Combat Flight Sim;FreeTrack20;V160;;;13801;00B266CCC6A8DBFECB9800
187;Untitled Deep Silver;FreeTrack20;V160;;;14601;00BB23F9930F84C5769300
71;Untitled G5 Software;FreeTrack20;V160;;;7301;00474929D76981E1A02B00
105;Untitled Microsoft;FreeTrack20;V160;;;2308;0069DBD74AFE91D3024C00
230;Untitled Research;FreeTrack20;V160;;;1075;00E6CA13538ACC57311300
194;Untitled Ron E;FreeTrack20;V160;;;14902;00C29095124261E15DF100
162;Untitled Sega of America;FreeTrack20;V160;;;12801;00A2A551CA58DE6F431100
86;Untitled Simbin;FreeTrack20;V160;;;3902;0056A59CCCD19640F02800
48;Untitled WorkShield;FreeTrack20;V160;;;4601;00308A50AB16142C431B00
161;Untitled ZootFly;FreeTrack20;V160;;;12701;00A192B9918A967B93EE00
357;UQO;FreeTrack20;V160;;;23085;0165C4249A2AACE457C100
176;UVEG Machinery Simulator;FreeTrack20;V160;;;20024;00B00EC97C19220E86C200
384;VAR;FreeTrack20;V160;;;20460;01802E6404E2093E335400
72;VBS2;FreeTrack20;V160;;;7501;00484D56D30EBF26F9D300
472;VBS2 2.0;FreeTrack20;V170;;;7505;1D51EB3616B3A44F05B900
268;Vehicle Simulator (Quality Simulations);FreeTrack20;V160;;;5102;010C5B2715A74AAD11E400
465;Vehicle Simulator Direction;FreeTrack20;V160;;;20735;01D1C190613C2659205600
109;Vestibular Ocular Reflex;FreeTrack20;V160;;;20008;006DDB9B67D9FF7B794700
40;Viper Arena;FreeTrack20;V160;;;3501;00280F44DDAE4E9C216100
128;VIRTools Engine;FreeTrack20;V160;;;10801;0080121CF5C829C1B6B200
293;Virtools Plugin;FreeTrack20;V160;;;20200;012513C5A0D1B2E663F300
307;Virtual Driving;FreeTrack20;V160;;;20245;013304BB3175D4E525A600
354;Virtual Heroes;FreeTrack20;V160;;;20375;01623EE91E8BE83AEF0100
82;Virtual RC Racing;FreeTrack20;V160;;;8201;005210874C10ED78B92400
24;Virtual Sailor;FreeTrack20;V160;;;5201;00189C82D267B22107AF00
428;Virtual Shopper;FreeTrack20;V160;;;20610;01AC792408643886688500
315;Virtual Supermarket;FreeTrack20;V160;;;20280;013B45049B1D1AAC1B1500
483;VirtualiTeach;FreeTrack20;V160;;;20790;01E33372A29B77BE555500
467;Vizard;FreeTrack20;V160;;;20745;01D31D33B1063E9CB33000
212;VizRD;FreeTrack20;V160;;;20031;00D46259B91926FBE51000
69;Void War;FreeTrack20;V160;;;10001;00450D16B44FE54E0DDE00
464;VRPlayer;FreeTrack20;V160;;;20730;01D06AF3334F6C1327AB00
244;VT08;FreeTrack20;V160;;;1275;00F429808701FF70751000
279;VVVV Plugin;FreeTrack20;V160;;;20075;011799A485C311062E3A00
314;VW Testing;FreeTrack20;V160;;;20275;013A70EEE8249EBB987D00
286;Walkabout3d;FreeTrack20;V160;;;20125;011EB2F5E9B9AAD8422D00
258;Wallbusters;FreeTrack20;V160;;;1450;01020B97F896261C609800
419;War Thunder;FreeTrack20;V160;;;1878;01A3ED245C2D45BE12E100
399;WAVES;FreeTrack20;V160;;;20515;018F3FD63467A115118800
381;Welding Simulator;FreeTrack20;V160;;;2625;017D3BC378113A73449600
32;West Racing;FreeTrack20;V160;;;1801;00207E5E89C98349BE5A00
130;Whirlwind of Vietnam;FreeTrack20;V160;;;11101;0082CBED7E0405C616EF00
450;Wikid FJ;FreeTrack20;V160;;;20685;01C242DF76E15A6D43C200
324;Wings of Prey;FreeTrack20;V160;;;1877;014434CE29E832C5E1A200
115;Wings of War;FreeTrack20;V160;;;7807;0073A1FD80161F0C641800
70;World Racing 2;FreeTrack20;V160;;;7201;0046C49D1512D419B7F300
219;WWII Battle Tanks: T-34 vs. Tiger;FreeTrack20;V160;;;11102;00DBC4D05E9E28F0BF6000
235;X Motor Racing;FreeTrack20;V160;;;1150;00EBB738DA020969741600
16;X-Cockpit for X-Plane;FreeTrack20;V160;;;2901;0010B24C9067FE0CA39100
74;X-Plane;FreeTrack20;V160;;;7701;004A83FD2FD179E4E7B000
117;X-Plane 6DOF Plugin;FreeTrack20;V160;;;10101;00751C3770B08B370D7000
141;X-Plane Pilot View;FreeTrack20;V160;;;11301;008D5BA39ED0E94905F700
39;X-Tower for X-Plane;FreeTrack20;V160;;;3001;00270FA7C9CD672252A000
310;X1Alpha;FreeTrack20;V160;;;1825;0136A118B1F437F93D2D00
55;X2: The Threat;FreeTrack20;V160;;;5501;0037C5189007314D35D600
224;X3: Albion Prelude;FreeTrack20;V170;;;5502;157E7E101A708F8524E300
189;Xyphoid;FreeTrack20;V160;;;14301;00BDEEB9961F6E08538800
241;zedasoft F-35 Demo;FreeTrack20;V160;;;20041;00F1FB9C5D8A4AE8793600
480;ZKT;FreeTrack20;V160;;;20780;01E0DF5AAC54B74772B300
183;Zombie AA Research;FreeTrack20;V160;;;14201;00B775BD9BCC51E6276000
