No;Game Name;Game protocol;Supported since;Verified;By;International ID;FaceTrackNoIR ID
319;Ship Simulator 2006;FreeTrack20;V160;;;5002;013FC6FD098C389C2A6500
320;Ship Simulator 2008;FreeTrack20;V160;V;djj3ff ;5003;01401BA3D288369F3E6400
321;Shiphandling Simulator;FreeTrack20;V160;;;20570;0141E6C3E4D9734AE37900
322;Shooting Simulator;FreeTrack20;V160;;;20047;0142FDD9AEC5D9733B2200
323;SIA Games;FreeTrack20;V160;;;20015;01434835891474E97A1B00
324;Silent Wings;FreeTrack20;V160;;;8701;01448565A9424A122AF300
325;SilverHat;FreeTrack20;V160;;;12401;0145B4461487329D409C00
326;Simax Simulator;FreeTrack20;V160;;;20021;0146D5AA7178A38A22AB00
327;Simball 4D;FreeTrack20;V160;;;20315;0147F04EE18424B22E9200
328;Simbionix;FreeTrack20;V160;;;20485;0148FAB165448735A22C00
329;SimCreator;FreeTrack20;V160;;;20520;0149A19DF9936B112A7200
330;SimQuest immersion system;FreeTrack20;V160;;;20023;014A48358934A01BA81F00
331;SimSol;FreeTrack20;V160;;;20034;014B829A9428AF1BB52800
332;Sirocco Racing;FreeTrack20;V160;;;5801;014C58D598B30B63AA7100
333;Sky God: Military Freefall;FreeTrack20;V170;;;1526;014D2C0104385FD1C44400
334;Soft fx Demo;FreeTrack20;V160;;;2125;014E152BF8B2DA92E66200
335;Source Engine (Half-Life 2);FreeTrack20;V160;;;12502;014F977E6F48729AE2C900
336;Space Shuttle Mission 2007;FreeTrack20;V160;V;purewhitewings ;1225;0150F6B2D2928537931F00
337;SRI;FreeTrack20;V160;;;20620;01518425881C7D64423D00
338;Stanford University;FreeTrack20;V160;;;20004;01528622C9633983D9A300
339;Starshatter;FreeTrack20;V160;;;6401;0153B94AC2F9931932FB00
340;Steel Beasts 2;FreeTrack20;V160;;;11703;0154B44614873D962FA300
341;Steel Beasts Pro;FreeTrack20;V160;;;11701;015583EC78A3E9520A3E00
342;Steel Beasts Pro Personal;FreeTrack20;V160;;;11702;01568FF1775883D962CA00
343;Stoked Rider;FreeTrack20;V160;;;14701;015725BB98441A829A6200
344;Storm of War: the Battle of Britain;FreeTrack20;V170;;;11001;01588F54A68B71F25D0200
345;Stride;FreeTrack20;V170;;;2310;0159C784B21E4B21984400
346;STS Driving Simulator;FreeTrack20;V160;;;20300;015AA3C5AF992094EC8500
347;Sunaerosys;FreeTrack20;V160;;;20475;015B2808983DA630952E00
348;Superkarting;FreeTrack20;V160;;;14903;015C787139853CA334A900
349;SuperX Research;FreeTrack20;V160;;;15401;015D1FEA6A6953FB42FB00
350;SWRI Demo;FreeTrack20;V160;;;20230;015E651569981E88105400
351;Syncon Robot Control;FreeTrack20;V160;;;20415;015F829A9438B02BB52A00
352;Synergy Simulation;FreeTrack20;V160;;;20595;01604E91348B459F20A500
353;T and TS Corp.;FreeTrack20;V160;;;20005;0161C311978BE6A53DA800
354;Take On Helicopters;FreeTrack20;V170;;;7504;0162513CB40C0623B96A00
355;Target: Korea;FreeTrack20;V160;;;1201;0163C17078B31AA319D300
356;Target: Rabaul;FreeTrack20;V160;;;1202;0164DCED98A9529B52EA00
357;Targeting Demo;FreeTrack20;V160;;;13002;01658622C9720A93699400
358;TD Demo;FreeTrack20;V160;;;1925;0166787139860B53139C00
359;Telepresence;FreeTrack20;V160;;;20450;01678425892FA031A24000
360;Tenstar Simulator;FreeTrack20;V160;;;20605;01682235862DA330A61B00
361;Test Drive Unlimited;FreeTrack20;V160;;;13201;01695E7044C8C22AC40500
362;The Sky Gods;FreeTrack20;V170;;;1525;016ADFF782DCCEEA27C200
363;theHunter;FreeTrack20;V170;;;2375;016BBFF3A86D34DA24C000
364;thriXXX HII 3D;FreeTrack20;V160;;;13403;016C824AB535A2368C2700
365;thriXXX Jenna;FreeTrack20;V160;;;13401;016D25BB9A535AB2799100
366;ThriXXX Technology;FreeTrack20;V160;;;13402;016E920B48825A2279A100
367;tir2joy;FreeTrack20;V160;;;2202;016F4F0FB09B630ABF8900
368;TIRF4;FreeTrack20;V160;;;2203;0170A19DF9A16961569300
369;TNO;FreeTrack20;V160;;;20285;01711FEA6A6961893B6D00
370;ToCA Race Driver 2;FreeTrack20;V160;;;8102;0172E6C3E4D983B8808510
371;Toca Race Driver 3;FreeTrack20;V160;;;8101;0173E0A9D9836A43166200
372;Tom Clancy's H.A.W.X.;FreeTrack20;V170;V;EmBeES ;1004;0174AA4D48E85966FBAA00
373;Tom Clancy's H.A.W.X. 2;FreeTrack20;V170;;;1007;01751B7583521C12406F00
374;Torque Game Engine;FreeTrack20;V160;;;5301;0176CCFD0A953FA63EB900
375;Total War;FreeTrack20;V160;;;1375;0177EEE10EE2862AB92900
376;Tower I;FreeTrack20;V160;;;1325;0178FC2016628639AD3400
377;TPL Testing;FreeTrack20;V160;;;20260;0179BCE0FF0840A92D9800
378;trackd;FreeTrack20;V160;;;20580;017AA3C5AFBA3EA230AC00
379;TrackMapper2;FreeTrack20;V160;;;2175;017BE6C3E4D983EA62AA00
380;TrainMaster;FreeTrack20;V160;;;20042;017C095A962D9623AF1600
381;Trainz;FreeTrack20;V160;;;4701;017D1C436963F9133A1400
382;Turismo Carretera;FreeTrack20;V160;;;15801;017E526E18944AB24AB300
383;UK Rally Champion;FreeTrack20;V160;;;5701;017FEEE10EE28706651A00
384;Unity 3D Plugin;FreeTrack20;V160;;;20430;01803DB8DA7883AA033B00
385;Untitled 10tacle;FreeTrack20;V160;;;13701;0181909A962CAC30A83C00
386;Untitled 3D People;FreeTrack20;V160;;;15501;0182F3D5AB5C9839B62800
387;Untitled Apportmedia;FreeTrack20;V160;;;6801;018341D58E39BA33AB3300
388;Untitled Combat Flight Sim;FreeTrack20;V160;;;13801;01847F4DAA84D992AA8300
389;Untitled Deep Silver;FreeTrack20;V160;;;14601;01850B7CA8E28AA32B5300
390;Untitled G5 Software;FreeTrack20;V160;;;7301;018622358736A926A62600
391;Untitled Microsoft;FreeTrack20;V160;;;2308;01878622C982DAB38A8300
392;Untitled Research;FreeTrack20;V160;;;1075;0188C17078C3EAC33AC300
393;Untitled Ron E;FreeTrack20;V160;;;14902;01890F26CD8A2DB926B800
394;Untitled Sega of America;FreeTrack20;V160;;;12801;018ACB94D188D3DA927B00
395;Untitled Simbin;FreeTrack20;V160;;;3902;018B3A00978537AB30A400
396;Untitled WorkShield;FreeTrack20;V160;;;4601;018C7871398735A738AB00
397;Untitled ZootFly;FreeTrack20;V160;;;12701;018DFDD9AEC5D9939B7200
398;UQO;FreeTrack20;V160;;;23085;018E54115971C7FB05CB00
399;UVEG Machinery Simulator;FreeTrack20;V160;;;20024;018F41D58E218B11571400
400;VAR;FreeTrack20;V160;;;20460;0190F6B2D2928808847100
401;VBS2;FreeTrack20;V160;;;7501;019184258B0C87FD644200
402;Vehicle Simulator (Quality Simulations);FreeTrack20;V160;;;5102;0192C6FD098F359B23A800
403;Vestibular Ocular Reflex;FreeTrack20;V160;;;20008;019300991FA53CAE1CBB00
404;Viper Arena;FreeTrack20;V160;;;3501;0194D5AA7178D38A52EB00
405;VIRTools Engine;FreeTrack20;V160;;;10801;019528089B118A239F2B00
406;Virtools Plugin;FreeTrack20;V160;;;20200;0196095A9824A72EB03800
407;Virtual Driving;FreeTrack20;V160;;;20245;01973DB8DA78935A933B00
408;Virtual Heroes;FreeTrack20;V160;;;20375;0198009923A43CBA1BB200
409;Virtual RC Racing;FreeTrack20;V160;;;8201;019981258B28B73BB92800
410;Virtual Sailor;FreeTrack20;V160;;;5201;019A883A9727AA31A82E00
411;Virtual Shopper;FreeTrack20;V160;;;20610;019B6515699B30A83BA900
412;Virtual Supermarket;FreeTrack20;V160;;;20280;019C8757AA9723A82FAD00
413;VizRD;FreeTrack20;V160;;;20031;019DDCED98A9731BD19800
414;Void War;FreeTrack20;V160;;;10001;019EF04EE1872AAE305100
415;VT08;FreeTrack20;V160;;;1275;019F4E91348E2061F28100
416;VVVV Plugin;FreeTrack20;V160;;;20075;01A0920B48A13861462000
417;VW Testing;FreeTrack20;V160;;;20275;01A1B446148A20511E9C00
418;Walkabout3d;FreeTrack20;V160;;;20125;01A2E6C3E4D9B2DB132900
419;Wallbusters;FreeTrack20;V160;;;1450;01A36C36C2872FAF3A9800
420;War Thunder;FreeTrack20;V160;;;0;01A481258C20B7E6982F00
421;WAVES;FreeTrack20;V160;;;20515;01A5E0A128910970E8A700
422;Welding Simulator;FreeTrack20;V160;;;2625;01A6BCE0FF0871FB21E900
423;West Racing;FreeTrack20;V160;;;1801;01A7152BF8F23B62E66100
424;Whirlwind of Vietnam;FreeTrack20;V160;;;11101;01A8EEE10EE28923AE3A00
425;Wings of Prey;FreeTrack20;V160;V;V4Friend;1877;01A9E74092E08724A02500
426;Wings of War;FreeTrack20;V160;;;7807;01AA883A9827A624A6EC10
427;World Racing 2;FreeTrack20;V160;;;7201;01ABBF38CA511882DA3300
428;WWII Battle Tanks: T-34 vs. Tiger;FreeTrack20;V160;;;11102;01ACF3D5AB5C9A228B0800
429;X Motor Racing;FreeTrack20;V160;;;1150;01ADA19DF9EEC913EA9300
430;X1Alpha;FreeTrack20;V160;;;1825;01AE83EC78FFA7127A7300
431;X2: The Threat;FreeTrack20;V160;;;5501;01AF4F0FB099AF873E6800
432;X3 Reunion;FreeTrack20;V170;;;5502;01B07E101A708F8524E300
433;X-Cockpit for X-Plane;FreeTrack20;V160;;;2901;01B1B778CCFF9EE6892C00
434;X-Plane;FreeTrack20;V160;V;EmBeES ;7701;01B222358AF48529932800
435;X-Plane 6DOF Plugin;FreeTrack20;V160;;;10101;01B3315239CE6833AA4300
436;X-Plane Pilot View;FreeTrack20;V160;;;11301;01B4315239CE6833AA4300
437;X-Tower for X-Plane;FreeTrack20;V160;;;3001;01B50F26CD8DEB992CBB00
438;Xyphoid;FreeTrack20;V160;;;14301;01B6883A9937A825A23600
439;zedasoft F-35 Demo;FreeTrack20;V160;;;20041;01B7C63457B130971DA500
440;Zombie AA Research;FreeTrack20;V160;;;14201;01B86C36C28A3DB0309F00
